epoch,acc,loss,val_acc,val_loss
78,0.74144,0.779419885902,0.7807,0.728143432808
79,0.73778,0.789276585865,0.7863,0.65418419075
80,0.73934,0.788854372196,0.7665,0.7197931036
81,0.73852,0.784873174343,0.7803,0.680644864655
82,0.73968,0.788069474602,0.7695,0.700530806637
83,0.7414,0.789257612381,0.7727,0.687966091061
84,0.74042,0.788074398308,0.7806,0.68447614851
85,0.73894,0.791888029118,0.7895,0.671482283497
86,0.73632,0.793618145809,0.7832,0.676921946335
87,0.73714,0.796901604347,0.7779,0.69044783926
88,0.7346,0.797396109095,0.7782,0.669353191471
89,0.73476,0.799350209203,0.7844,0.68838127718
90,0.73424,0.804246785679,0.7661,0.72418163414
91,0.73574,0.809316119509,0.7904,0.632233462048
92,0.73448,0.808465954628,0.7823,0.730291627121
93,0.73318,0.810698004265,0.7656,0.722365355873
94,0.72982,0.815647977238,0.7663,0.708063330364
95,0.73256,0.820697374153,0.7747,0.728482018566
96,0.73198,0.814951241684,0.7573,0.82483749094
97,0.7315,0.818859974213,0.7491,0.761737864971
98,0.72812,0.826527219067,0.7781,0.686935366726
99,0.72778,0.824189517612,0.7638,0.800540842915
100,0.7303,0.827184339523,0.7531,0.748745232391
101,0.72674,0.829924897652,0.7669,0.704084609795
102,0.72782,0.827266081409,0.7724,0.761402982807
103,0.72562,0.839274564972,0.7806,0.683138158178
104,0.72474,0.839293061218,0.7599,0.740714856339
105,0.72388,0.843892824116,0.7765,0.743244446087
106,0.72472,0.845057839174,0.7713,0.687228635693
107,0.72048,0.849988396721,0.7455,0.805926842308
108,0.71892,0.861952772713,0.7778,0.741886807537
109,0.71844,0.85922249052,0.7804,0.731742777061
110,0.71782,0.866298453083,0.7547,0.771138086128
111,0.71954,0.860054848871,0.7583,0.819631678009
112,0.71756,0.868901689186,0.6985,0.897261140919
113,0.7128,0.871954345379,0.7725,0.690529000854
114,0.7134,0.882300122414,0.7778,0.706717629719
115,0.71264,0.888242093296,0.7566,0.738729563141
116,0.70764,0.895332342777,0.7474,0.938183557987
117,0.71372,0.88790790206,0.7471,0.786463602734
118,0.71166,0.89301479475,0.7556,0.833003353119
119,0.70626,0.902132439346,0.7306,0.873786598873
120,0.7057,0.912456183605,0.7665,0.762066360474
121,0.7007,0.91834118515,0.7445,0.787061582375
122,0.7012,0.917963048115,0.7727,0.711580410767
123,0.69612,0.932456311245,0.7196,0.855157557774
124,0.6998,0.931520374622,0.7384,0.901771994114
125,0.69976,0.937249726639,0.6408,1.01597707615
126,0.69316,0.940496361923,0.7227,0.950723779869
127,0.69612,0.943037486534,0.7333,1.02176908913
128,0.69176,0.953496019287,0.7299,0.82545853138
129,0.68912,0.965467306728,0.7438,0.868028413773
130,0.68986,0.963256698341,0.7272,0.904541901207
131,0.6846,0.972075712852,0.7185,0.890784212685
132,0.6885,0.972458673878,0.7559,0.773099897575
133,0.68482,0.983875222645,0.7152,0.885937939358
134,0.6825,0.987405759106,0.7466,0.777992043495
135,0.67744,1.00294809027,0.7254,0.86210280323
136,0.67748,1.00589955153,0.7231,0.904059701729
137,0.67502,1.01272347403,0.7224,0.895349107838
138,0.67144,1.02309574944,0.699,1.01043214073
139,0.67086,1.02613077059,0.7025,1.06225633945
140,0.66638,1.03898981808,0.7325,0.873323353577
141,0.6652,1.04669466608,0.7119,1.0232109437
142,0.66788,1.04749371519,0.7178,0.908976945591
143,0.66114,1.05451879494,0.7085,0.920426723099
144,0.66408,1.05666940203,0.7148,0.981986763191
145,0.66066,1.06233925477,0.7335,0.882617668629
146,0.65692,1.06987980265,0.6465,1.05805199757
147,0.65258,1.08544880505,0.7253,0.955820968246
148,0.65226,1.08999934467,0.71,0.924738493633
149,0.65236,1.09607924673,0.714,0.885705124092
150,0.64836,1.09920262291,0.6363,1.11852521839
151,0.64454,1.11506142254,0.622,1.2041521059
152,0.64236,1.12315613728,0.7373,0.816794108963
153,0.64134,1.12550079205,0.7091,0.885506105709
154,0.64212,1.12577746393,0.6676,1.07246338196
155,0.6413,1.13029126247,0.6666,1.10474234486
156,0.63596,1.1373430265,0.7099,0.917177056694
157,0.63506,1.13944158922,0.648,1.07350122108
158,0.63428,1.15070948298,0.6472,1.02024133282
159,0.63394,1.14665609699,0.647,1.08950828018
160,0.6312,1.15867538149,0.6715,1.09175560617
161,0.635,1.14734067629,0.6871,1.07191753502
162,0.62974,1.16066556219,0.6669,1.02394178486
163,0.63042,1.16467704918,0.6458,1.03766487083
164,0.62818,1.16772177959,0.7162,0.981145189571
165,0.63084,1.16436219616,0.6828,0.997381168652
166,0.62844,1.16280036224,0.6698,1.0327504509
167,0.62836,1.16670355211,0.7066,0.933503446865
168,0.62582,1.17265890587,0.6504,1.02385347424
169,0.62464,1.17960552601,0.702,0.930788088894
170,0.62518,1.18326099371,0.6388,1.15302452221
171,0.61622,1.20587559887,0.6515,1.12007546902
172,0.62012,1.20207553576,0.6526,1.10212109947
173,0.61832,1.20080656981,0.7002,1.0195171196
174,0.61578,1.21414954628,0.6642,1.04991091862
175,0.61392,1.21962137169,0.6541,1.05879893742
176,0.61502,1.21191334705,0.6886,0.940282527733
177,0.6087,1.23572118797,0.636,1.19926282177
178,0.60982,1.22668335649,0.6001,1.14375370522
179,0.60632,1.24108486034,0.6714,1.05897193565
180,0.60422,1.24869141171,0.5982,1.21487617569
181,0.60088,1.25803043539,0.6562,1.12242448597
182,0.60056,1.25750060741,0.6089,1.1522231245
183,0.59076,1.28261588345,0.633,1.15003186855
184,0.5922,1.28447718119,0.6002,1.21437535439
185,0.592,1.27828730419,0.6482,1.02655354691
186,0.59244,1.28384137936,0.6551,1.00411948986
187,0.59244,1.28195375572,0.5206,1.44611270943
188,0.58418,1.29871553276,0.5881,1.24907456245
189,0.58408,1.31328372852,0.604,1.24379756584
190,0.58062,1.31562489613,0.6447,1.12593376923
191,0.57938,1.31906716623,0.5972,1.19372254581
192,0.58162,1.31516983063,0.5965,1.16119802952
193,0.57746,1.33566872772,0.5892,1.2346902647
194,0.5793,1.32435769596,0.5301,1.361541329
195,0.57408,1.32949042641,0.5173,1.34099378109
196,0.57838,1.33546777515,0.6154,1.2054411211
197,0.5783,1.32695084753,0.4958,1.38340562248
198,0.57238,1.33609885504,0.5538,1.33369034386
199,0.57498,1.33687359787,0.642,1.12822715588
